rownames,named_article_average_price_id,created,modified,guid,created_by_id,last_modification_by_id,named_article_id,country_id,ValueValue,ValueCurrencyCode
496,497,2014-12-01 ,2014-12-01 ,6da0eb5e-4e8c-43d9-8204-0d8f6d626c6a,56,56,448,10,,EUR
497,498,2014-12-01 ,2014-12-01 ,20b884a2-d3d3-41d5-8d17-6bbae7585cd7,56,56,449,10,,EUR
498,499,2014-12-01 ,2014-12-01 ,f3832aee-ab30-4219-92e2-f472dcb3ee20,56,56,450,10,,EUR
499,500,2014-12-01 ,2014-12-01 ,7531ae77-d214-4118-bf4f-4e4298637748,56,56,451,10,,EUR
500,501,2014-12-01 ,2014-12-01 ,54094e4b-b0af-4e0b-8ce1-b3dada1ae9a7,56,56,452,10,,EUR
501,502,2014-12-01 ,2014-12-01 ,1d43af30-696f-4eb5-acf5-2f466d0a455c,56,56,453,10,,EUR
502,503,2014-12-01 ,2014-12-01 ,eeb702e3-e4b4-4705-bf35-a2d44e069e98,56,56,454,10,,EUR
503,504,2014-12-01 ,2014-12-01 ,8ee31f43-48ea-4733-b0c5-768ce87af1ac,56,56,455,10,,EUR
504,505,2014-12-01 ,2014-12-01 ,db18a494-db66-444f-b2bb-13789ea01207,56,56,456,10,,EUR
505,506,2014-12-01 ,2014-12-01 ,dbf847bd-831a-4ef7-9e0e-98659afbdbb6,56,56,457,10,,EUR
506,507,2014-12-01 ,2014-12-01 ,af5df150-65e6-4da0-9b3f-a2f7f5166ed9,56,56,458,10,,EUR
507,508,2014-12-03 ,2014-12-03 ,2fe8b715-9c5e-4d37-a941-da89dc2566e0,56,56,459,10,,EUR
508,509,2014-12-04 ,2014-12-04 ,942dd158-3ad7-4d85-b60c-eecc027119ff,56,56,460,10,,EUR
509,510,2014-12-04 ,2014-12-04 ,f0c4510f-8f18-4735-bb4f-411d7631b26c,56,56,461,20,,EUR
510,511,2014-12-04 ,2014-12-04 ,b0d3f677-9b33-41bc-9398-e9f28b266bb9,56,56,462,10,,EUR
511,512,2014-12-04 ,2014-12-04 ,d4296ca1-3bb3-4b0c-a8d5-3087ac00a060,56,56,463,10,,EUR
512,513,2014-12-04 ,2014-12-04 ,cc5b19b6-5424-4589-9f17-6531a04796be,56,56,464,10,,EUR
513,514,2014-12-06 ,2014-12-06 ,0497b49d-8f44-42e0-bdf7-3d5b6660e888,55,55,465,13,,EUR
514,515,2014-12-06 ,2014-12-06 ,0b07a2e5-e78d-4ddd-a08b-5ac0357abec7,55,55,466,13,,UGX
515,516,2014-12-06 ,2014-12-06 ,98d8ccf5-da44-4d18-98ef-6086a4806278,55,55,467,13,,UGX
516,517,2014-12-06 ,2014-12-06 ,e15fdd0c-9dac-41c1-b891-e141c191efeb,55,55,468,13,,UGX
517,518,2014-12-06 ,2014-12-06 ,d307bd09-05a5-4e41-87a4-61d0d9f1e45b,55,55,469,13,,UGX
518,519,2014-12-06 ,2014-12-06 ,08aa1caf-b565-4c24-91cf-f837ca5aa8c5,55,55,470,13,,UGX
519,520,2014-12-06 ,2014-12-06 ,fe6e44fb-c26b-4def-b8e6-c2b660aa8249,55,55,471,13,,UGX
520,521,2014-12-06 ,2014-12-06 ,bab59bf6-6cdb-4da1-9995-0d649062bb8f,55,55,472,13,,UGX
521,522,2014-12-06 ,2014-12-06 ,016b75bd-2260-4ee8-9fe6-754302528340,55,55,473,13,,UGX
522,523,2014-12-08 ,2014-12-08 ,9b0005d4-5d17-43e1-9c26-eacf12763b42,56,56,474,10,,EUR
523,524,2014-12-10 ,2014-12-10 ,49fe2cd9-7f1f-4858-81cb-c09cc5cf09fb,17,17,475,20,,EUR
524,525,2014-12-10 ,2014-12-10 ,64ed0e2e-21cb-4a76-abbd-931eabf6e925,17,17,476,,,EUR
525,526,2014-12-10 ,2014-12-10 ,b1e442e8-934d-49e4-aa96-72e12e476e50,55,55,477,13,,UGX
526,527,2014-12-10 ,2014-12-10 ,6074bb54-6425-491d-a51d-c7cf1998b15c,55,55,478,13,,UGX
527,528,2014-12-10 ,2014-12-10 ,109b5631-4bb0-4db9-b1e6-122a01d99a06,55,55,479,13,4066,EUR
528,529,2014-12-20 ,2014-12-22 ,81cade4a-4f29-4319-9192-ee81744aeef2,55,55,480,13,5698455,UGX
529,530,2014-12-21 ,2014-12-21 ,5dbf26ae-cccc-4784-a9a1-e9617037fb4a,17,17,481,14,15000,EUR
530,531,2014-12-21 ,2014-12-21 ,91791b8c-61ba-4608-866a-a018953e5b76,17,17,482,14,25000,EUR
531,532,2014-12-21 ,2014-12-21 ,306d84e8-65b7-4420-bace-1ce317672932,17,17,483,14,,EUR
532,533,2015-02-09 ,2015-02-09 ,4cd330e7-b067-4c29-a7bb-7ee6e942ef64,56,56,484,10,,EUR
533,534,2015-02-09 ,2015-02-09 ,f3dccf52-7ea2-4b66-bdf4-4aafb95ccaf1,56,56,485,10,,EUR
534,535,2015-03-25 ,2015-03-25 ,4e7bef95-457d-494e-95e9-173b1734805a,56,56,486,10,,EUR
535,536,2015-03-25 ,2015-03-25 ,f2d07b84-a808-4b64-8d82-a70c1826627d,56,56,487,10,,EUR
536,537,2015-06-11 ,2015-06-11 ,3cfd102a-b068-43a4-82da-6654f5a5d68b,56,56,491,10,,XOF
537,538,2015-06-11 ,2015-06-11 ,a05082f0-18b7-4d50-b9fa-7a15f4557b91,56,56,492,10,,XOF
538,539,2015-06-11 ,2015-06-11 ,63031a48-235f-4c3d-ac7f-2d70f88b1f61,56,56,493,10,,EUR
539,540,2015-06-11 ,2015-06-11 ,547fad10-cea6-41e3-8313-489583b648e5,56,56,494,10,,EUR
540,541,2015-06-11 ,2015-06-11 ,483d3529-f2a3-4329-940a-05a878c57ee6,56,56,495,10,,EUR
541,542,2015-06-11 ,2015-06-11 ,173f10aa-6470-4cc8-a30e-f8240d9f42d4,56,56,496,10,,EUR
542,543,2015-06-11 ,2015-06-11 ,03053e63-54f2-4284-a05f-5d96ac8630d1,56,56,497,10,,EUR
543,544,2015-06-11 ,2015-06-11 ,e4188a70-da9d-4b2c-ba7c-06159c888321,56,56,498,10,,EUR
544,545,2015-06-12 ,2015-06-12 ,bf378d50-8475-494e-8818-c2cb40c475a9,56,56,499,10,,EUR
545,546,2015-06-12 ,2015-06-12 ,b7572c49-c66e-4da1-894b-841eb3115dc3,56,56,500,10,,EUR
546,547,2015-06-12 ,2015-06-12 ,af1b93b9-9edb-4abd-b66f-262d08dad500,56,56,501,10,,EUR
547,548,2015-06-12 ,2015-06-12 ,8be1a876-02de-4ae7-9a13-9244c886b81c,56,56,502,10,,EUR
548,549,2015-06-12 ,2015-06-12 ,24864eec-2346-4613-8994-e874d39a9b19,56,56,503,10,,EUR
549,550,2015-06-22 ,2015-06-22 ,0e634e7e-61ac-4d68-a314-0f05cae63151,56,56,528,10,,EUR
550,551,2015-06-24 ,2015-06-24 ,b390cfa7-b902-4276-8b15-bd1fe7517416,17,17,529,14,,EUR
551,552,2015-06-29 ,2015-06-29 ,5068f3f1-2968-4b5a-abc5-b09ab18b6870,56,56,530,10,,EUR
552,553,2015-06-29 ,2015-06-29 ,f0659b1c-98a9-42f8-aa5a-7a19323cae79,56,56,531,10,,EUR
553,554,2015-06-29 ,2015-06-29 ,df917e7a-11b3-4842-b117-349f5f90b9c0,56,56,532,10,,EUR
554,555,2015-06-29 ,2015-06-29 ,4809ecd4-b989-4bb3-9ec4-3cd49185c14f,56,56,533,10,,EUR
555,556,2015-06-29 ,2015-06-29 ,e88cf9fb-07d6-444a-ae5e-853cbb8aadf2,56,56,534,10,,EUR
556,557,2015-06-29 ,2015-06-29 ,215ed5e8-5347-4b3b-b2a6-03503ff39df5,56,56,535,10,,EUR
557,558,2015-06-30 ,2015-06-30 ,3948b46e-5b7f-44e4-9312-1da63d337847,56,56,536,10,,EUR
558,559,2015-07-01 ,2015-07-01 ,a0596959-f9ac-4249-a568-3e030cd03830,55,55,537,13,1766930,UGX
559,560,2015-07-01 ,2015-07-01 ,448ef92f-5d1f-4d69-ae47-59cab1c4d825,55,55,538,13,1766930,UGX
560,561,2015-07-01 ,2015-07-01 ,56318b13-3edc-45d7-9ef2-bce5fb6317c6,55,55,539,13,1766930,UGX
561,562,2015-07-01 ,2015-07-01 ,511a2e73-ebfa-4fc8-90a2-d146ec5df62f,55,55,540,13,1766930,UGX
562,563,2015-07-01 ,2015-07-01 ,7c00d8d0-b477-4f38-9dcb-a9f03a58dfe9,55,55,541,13,1766930,UGX
563,564,2015-07-01 ,2015-07-01 ,ae023441-3d4d-4e50-af88-0025cfdcb897,55,55,542,13,1766930,UGX
564,565,2015-07-01 ,2015-07-01 ,dcbe5c09-fd6d-4097-bc1b-07a959665c53,55,55,543,13,1766930,UGX
565,566,2015-07-01 ,2015-07-01 ,c2001105-8be4-4a45-ae7a-7bfba3a47943,55,55,544,13,1766930,UGX
566,567,2015-07-01 ,2015-07-01 ,47e01f56-ac79-4d9d-bd0d-90b848512e28,55,55,545,13,1766930,UGX
567,568,2015-07-01 ,2015-07-01 ,68bdc317-a43b-4320-8958-ce3058e7ff9d,55,55,546,13,1766930,UGX
568,569,2015-07-01 ,2015-07-01 ,0e706aea-5fda-4be8-a325-5f7244c5b124,55,55,547,13,1766930,UGX
569,570,2015-07-01 ,2015-07-01 ,d08c43e0-a41f-4ff5-8248-a322fb20d861,55,55,548,13,1766930,UGX
570,571,2015-08-25 ,2015-08-25 ,4a5ccaed-7249-4f81-9426-5f6fbd63ddb5,55,55,549,13,,EUR
571,572,2015-08-25 ,2015-08-25 ,2e09eca4-24ed-4e15-8d4e-565c7842e10f,55,55,550,13,,EUR
572,573,2015-08-25 ,2015-08-25 ,5262c030-592c-4929-8b3c-5c89aae587a2,55,55,551,13,,EUR
573,574,2015-08-25 ,2015-08-25 ,304f9e85-ca0e-489b-81cb-4adcdc89b1ac,55,55,552,13,,EUR
574,575,2015-08-25 ,2015-08-25 ,9b5a58ff-54e1-46de-8b91-0a2e8e4eecad,55,55,553,13,,EUR
575,576,2015-08-25 ,2015-08-25 ,cf1708ea-dbcb-45cd-81a6-1027b2802426,55,55,554,13,,EUR
576,577,2015-08-26 ,2015-08-26 ,7b0d7d1c-de0c-4194-a6b6-e35b78520289,55,55,555,13,,EUR
577,578,2015-08-26 ,2015-08-26 ,2c97448a-77c3-4b95-9724-26ec22451704,55,55,556,13,,EUR
578,579,2015-08-26 ,2015-08-26 ,23293679-2c6e-45b7-b502-65f956ad0510,55,55,557,13,,EUR
579,580,2015-08-26 ,2015-08-26 ,25709f69-03c3-45cd-8743-1dec24f22e3e,55,55,558,13,,EUR
580,581,2015-08-26 ,2015-08-26 ,3a3ed01f-4463-43ba-9c6a-228b71acd18d,55,55,559,13,,EUR
581,582,2015-08-26 ,2015-08-26 ,2130e388-b282-424d-bc3e-671c4a3f1a28,55,55,560,13,,EUR
582,583,2015-08-26 ,2015-08-26 ,0c6522da-dc26-4730-bafd-dfce4751b8c8,55,55,561,13,,EUR
583,584,2015-08-26 ,2015-08-26 ,60103b8d-ded8-4e95-b1ce-5ef8418e2118,55,55,562,13,,EUR
584,585,2015-08-26 ,2015-08-26 ,21cb3484-e933-4aa1-ba44-4a37457ac73e,55,55,563,13,,EUR
585,586,2015-08-26 ,2015-08-26 ,36705731-cb61-4c50-ac96-b3759cd806a2,55,55,564,13,,EUR
586,587,2015-08-26 ,2015-08-26 ,02a84453-541a-462e-85fa-6f83f43dafc4,55,55,565,13,,EUR
587,588,2015-08-26 ,2015-08-26 ,a108f5a5-223f-4ab2-9a8d-1935468e974a,55,55,566,13,,EUR
588,589,2015-08-26 ,2015-08-26 ,67a3312d-9d45-4d53-a1ff-a013380b7e41,55,55,567,13,,EUR
589,590,2015-08-26 ,2015-08-26 ,5dc4f26d-0f1f-4e35-be7a-8eb1f8edcf21,55,55,568,13,,EUR
590,591,2015-08-26 ,2015-08-26 ,7df893d1-91d3-4ecd-a91b-40272ff88282,55,55,569,13,,EUR
591,592,2015-08-26 ,2015-08-26 ,23c7af83-4a57-4ec9-a264-190b303a7e92,55,55,570,13,,EUR
592,593,2015-08-26 ,2015-08-26 ,f810b7d7-4f08-4cba-8131-4254b1d4fac7,55,55,571,13,,EUR
593,594,2015-08-26 ,2015-08-26 ,1e3c07ed-3b0f-4f7d-8c94-2a4a7cb8ef2a,55,55,572,13,,EUR
594,595,2015-08-26 ,2015-08-26 ,c64d2139-b8f3-4ec6-bd1e-38e9d2cf35bd,55,55,573,13,,EUR
595,596,2015-08-26 ,2015-08-26 ,77689042-eb0c-44eb-b06f-187904c6e084,55,55,574,13,,EUR
596,597,2015-08-26 ,2015-08-26 ,72636343-94b4-4cd4-a8bb-e00ad0b7f7a8,55,55,575,13,,EUR
597,598,2015-08-26 ,2015-08-26 ,45151dbc-a6ff-45cf-82f3-ea6a8ba731c6,55,55,576,13,,EUR
598,599,2015-08-26 ,2015-08-26 ,27450526-305a-4a29-a60d-93abe7eb4ace,55,55,577,13,,EUR
599,600,2015-08-26 ,2015-08-26 ,c0dce0ce-f3d3-4af5-beb3-ae0e0c067d2f,55,55,578,13,,EUR
600,601,2015-08-26 ,2015-08-26 ,18db3fe0-9f3d-4c0c-95ab-238423c836f0,55,55,579,13,,EUR
601,602,2015-08-26 ,2015-08-26 ,c04bf6b4-0445-41b4-8f22-dc016b3e24e8,55,55,580,13,,EUR
602,603,2015-08-26 ,2015-08-26 ,c2a108a1-3ce9-4cf2-b3af-28ba807ce2ce,55,55,581,13,,EUR
603,604,2015-08-26 ,2015-08-26 ,a6ca2b38-0e18-4b69-9b88-4c05be62e9bf,55,55,582,13,,EUR
604,605,2015-08-26 ,2015-08-26 ,321c8fac-0474-4438-8bde-e540cae8d79d,55,55,583,13,,EUR
605,606,2015-08-26 ,2015-08-26 ,ab11a02d-ab51-4556-ade7-3b134fb2b455,55,55,584,13,,EUR
606,607,2015-08-26 ,2015-08-26 ,3bb65a9b-8ef1-4635-a144-3c8b64efcd9b,55,55,585,13,,EUR
607,608,2015-08-26 ,2015-08-26 ,5fb2fcc9-5459-4426-b867-e0e0b95e282c,55,55,586,13,,EUR
608,609,2015-08-26 ,2015-08-26 ,8238e189-786c-4d37-a7a5-966241990187,55,55,587,13,,EUR
609,610,2015-08-27 ,2015-08-27 ,0688f2fb-a3db-4e5a-a172-469cdd7a51dd,55,55,588,13,,EUR
610,611,2015-08-27 ,2015-08-27 ,3f8579e5-7509-4153-9174-0de833b94307,55,55,589,13,,EUR
611,612,2015-09-09 ,2015-09-09 ,de7b9d79-91b3-4ccd-97bc-881511386672,79,79,590,77,,EUR
612,613,2015-09-17 ,2015-09-17 ,5f7358d5-db51-458f-97ab-d501f82deafb,56,56,591,10,,EUR
613,614,2015-09-17 ,2015-09-17 ,f99af66a-6951-459e-abcb-034a4f7778fb,56,56,592,10,,EUR
614,615,2015-09-22 ,2015-09-22 ,7218c6c2-9fe0-424b-a08f-3133b2065bb6,55,55,593,13,,EUR
615,616,2015-09-22 ,2015-09-22 ,06f6c81c-1633-49d8-a655-502b02208782,55,55,594,13,,EUR
616,617,2015-09-22 ,2015-09-22 ,336278c6-f42c-4af6-a268-6def1d708345,55,55,595,13,,EUR
617,618,2015-09-22 ,2015-09-22 ,7fbd8b9e-0d55-4dd9-bb2a-41511f73a8f2,55,55,596,13,,EUR
618,619,2015-09-22 ,2015-09-22 ,a5ce6df1-cc17-4064-b22f-574508b4574d,55,55,597,13,,EUR
619,620,2015-09-22 ,2015-09-22 ,fe6264bc-a497-43d2-a90c-978eb0484992,55,55,598,13,,EUR
620,621,2015-09-22 ,2015-09-22 ,c47b8fcc-d928-47b0-93d1-17924e4cf555,55,55,599,13,,EUR
621,622,2015-09-22 ,2015-09-22 ,453e0475-5105-4948-a1b3-be2b6eab5f3d,55,55,600,13,,EUR
622,623,2015-09-22 ,2015-09-22 ,20d5c5c0-39eb-4bfd-bc0f-4e30e533d934,55,55,601,13,,EUR
623,624,2015-09-22 ,2015-09-22 ,fbaf123b-6f51-42cb-8745-39453d597a07,55,55,602,13,,EUR
624,625,2015-09-22 ,2015-09-22 ,8e3ef170-0dbf-4286-b4bb-013378c744d8,55,55,603,13,,EUR
625,626,2015-09-22 ,2015-09-22 ,e10c7c42-fd82-4dae-880c-cfecbebea923,55,55,604,13,,EUR
626,627,2015-09-22 ,2015-09-22 ,8b2c12bb-c43e-44bd-8393-466032fb5fda,55,55,605,13,,EUR
627,628,2015-09-22 ,2015-09-22 ,8e785aea-5b99-46e9-8682-b7cce51fbe1a,55,55,606,13,,EUR
628,629,2015-09-22 ,2015-09-22 ,b5ff8201-6464-4073-93a1-e887e6d62a78,55,55,607,13,,EUR
629,630,2015-09-22 ,2015-09-22 ,c6ef4367-4b8b-48eb-81e0-c98bc73b904a,55,55,608,13,,EUR
630,631,2015-09-22 ,2015-09-22 ,d54c0939-9a44-4a0e-8e84-895307ea05ff,55,55,609,13,,EUR
631,632,2015-09-22 ,2015-09-22 ,3fc93a78-40b0-4abf-b519-276593334020,55,55,610,13,,EUR
632,633,2015-09-22 ,2015-09-22 ,22a1186d-7d2a-4441-bbb3-09ea8029cc72,55,55,611,13,,EUR
633,634,2015-09-22 ,2015-09-22 ,7d828945-ca31-428e-9466-594bc6f66ba7,55,55,612,13,,EUR
634,635,2015-09-22 ,2015-09-22 ,9d446052-3720-418b-8430-a3f48df3840b,55,55,613,13,,EUR
635,636,2015-09-22 ,2015-09-22 ,b7fc928e-2814-40ff-8c67-0ebcf77900cf,55,55,614,13,,EUR
636,637,2015-09-22 ,2015-09-22 ,a1922556-8652-44d8-9b80-ee886fca8eba,55,55,615,13,,EUR
637,638,2015-09-22 ,2015-09-22 ,834da3a4-88c8-41e5-85f7-7c2e5017e62d,55,55,616,13,,EUR
638,639,2015-09-22 ,2015-09-22 ,d18c4c97-264c-476b-9571-ebc7eed9150f,55,55,617,13,,EUR
639,640,2015-09-22 ,2015-09-22 ,22dc21d5-e76b-4c13-b3c4-eaa3c81aa3c5,55,55,618,13,,EUR
640,641,2015-09-22 ,2015-09-22 ,649a10a9-0c33-4b31-bad2-36533b1a28ee,55,55,619,13,,EUR
641,642,2015-09-22 ,2015-09-22 ,64c993d6-3913-4fc6-9e6c-27844cd92ac2,55,55,620,13,,EUR
642,643,2015-09-23 ,2015-09-23 ,fcac202a-9e8f-49d7-9286-d2e5ca79122e,55,55,621,13,,EUR
643,644,2015-09-23 ,2015-09-23 ,cc8c77a9-2df6-4981-b1d5-36c2f6e638ce,55,55,622,13,,EUR
644,645,2015-09-23 ,2015-09-23 ,0fa5b406-690d-4e90-9fda-6e5c31528c8a,55,55,623,13,,EUR
645,646,2015-09-23 ,2015-09-23 ,ae38bb4c-d5f9-4aab-a33e-ec92f4339a6c,55,55,624,13,,EUR
646,647,2015-09-23 ,2015-09-23 ,ead9af09-1aab-4732-9a21-b62cb896403c,55,55,625,13,,EUR
647,648,2015-09-23 ,2015-09-23 ,e8f6d3b6-ca64-43c2-9429-59211f241ab9,55,55,626,13,,EUR
648,649,2015-09-23 ,2015-09-23 ,ce928828-a895-4584-898a-12ebfa3f4e8a,55,55,627,13,,EUR
649,650,2015-09-23 ,2015-09-23 ,bb341ea8-8a1a-4332-a9c9-571af413ef6d,55,55,628,13,,EUR
650,651,2015-09-23 ,2015-09-23 ,4abf1da1-9ac4-436f-8d89-0fcc604ad004,55,55,629,13,,EUR
651,652,2015-09-23 ,2015-09-23 ,82330867-cce5-4a36-8df4-3f72788b520c,55,55,630,13,,EUR
652,653,2015-09-23 ,2015-09-23 ,62096dd6-c507-4e80-814d-083ad59821c4,55,55,631,13,,EUR
