rownames,session_id,collaborator_id,event_id,event_start_date,event_type,SalaireMois,ETP01,ETP02,ETP03,ETP04,ETP05,ETP06,ETP07,ETP08,ETP09,ETP10,ETP11,ETP12,ETP,Salaire13,PrimePrecarite,CongesCDD,ChargesSocialesPourcent,CoutTotalAnnuel,user_comments,comments,credte,creuser_id,upddte,upduser_id,PrecariteActive
978,26,26,0,2017-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4309.42,0,0,0.608,90084.12,0,,2016-10-26 ,60,2016-11-08 ,60,0
979,26,28,0,2017-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3958.7,0,0,0.608,82752.66,0.5,,2016-10-26 ,60,2016-11-08 ,60,0
980,26,30,0,2017-01-01,DefaultPeriod,3958.7,1,1,1,0,0,0,0,0,0,0,0,0,0.25,989.68,1286.58,1601.93,0.608,25332.9,1,,2016-10-26 ,60,2016-11-08 ,60,1
981,26,33,0,2017-01-01,DefaultPeriod,6304.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6304.22,0,0,0.608,131783.41,0.5,,2016-10-26 ,60,2016-10-26 ,60,0
982,26,34,0,2017-01-01,DefaultPeriod,4309.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2016-10-26 ,60,2016-11-08 ,60,0
983,26,37,0,2017-01-01,DefaultPeriod,8744.33,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,104931.96,0,,2016-10-26 ,60,2016-11-11 ,60,0
984,26,38,0,2017-01-01,DefaultPeriod,4637.53,1,1,1,1,1,1,1,1,1,1,1,1,1,4637.53,0,0,0.608,96942.93,,,2016-10-26 ,60,2016-11-11 ,60,0
985,26,39,0,2017-01-01,DefaultPeriod,4224.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4224.92,0,0,0.608,88317.73,0,,2016-10-26 ,60,2016-11-08 ,60,0
986,26,42,0,2017-01-01,DefaultPeriod,6304.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6304.22,0,0,0.608,131783.41,,,2016-10-26 ,60,2016-10-26 ,60,0
987,26,43,0,2017-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4037.87,0,0,0.608,84407.63,0.5,,2016-10-26 ,60,2016-11-08 ,60,0
988,26,44,0,2017-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4596.07,0,0,0.608,96076.25,1,,2016-10-26 ,60,2016-11-08 ,60,0
989,26,45,0,2017-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4037.87,0,0,0.608,84407.63,0,,2016-10-26 ,60,2016-11-08 ,60,0
990,26,46,0,2017-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4687.99,0,0,0.608,97997.74,,,2016-10-26 ,60,2016-11-08 ,60,0
991,26,47,0,2017-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4037.87,0,0,0.608,84407.63,0.5,,2016-10-26 ,60,2016-11-08 ,60,0
992,26,48,0,2017-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3958.7,0,0,0.608,82752.66,1,,2016-10-26 ,60,2016-11-08 ,60,0
993,26,49,0,2017-01-01,DefaultPeriod,4395.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4395.61,0,0,0.608,91885.83,1,,2016-10-26 ,60,2016-11-11 ,60,0
994,26,50,0,2017-01-01,DefaultPeriod,4238,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5509.4,6859.81,0.608,101666.14,,,2016-10-26 ,60,2016-11-11 ,60,1
995,26,53,0,2017-01-01,DefaultPeriod,4329.5,1,1,1,1,1,1,1,1,1,1,1,1,1,4329.5,0,0,0.608,90503.87,,,2016-10-26 ,60,2016-11-08 ,60,0
996,26,54,0,2017-01-01,DefaultPeriod,3933.49,1,1,1,1,1,1,1,1,1,1,1,1,1,3933.49,0,0,0.608,82225.67,,,2016-10-26 ,60,2016-10-26 ,60,0
997,26,55,0,2017-01-01,DefaultPeriod,4671.37,1,1,1,1,1,1,1,1,1,1,1,1,1,4671.37,0,0,0.608,97650.32,,,2016-10-26 ,60,2016-11-11 ,60,0
998,26,56,0,2017-01-01,DefaultPeriod,3217.39,1,1,1,1,1,1,1,1,1,1,1,1,1,3217.39,0,0,0.608,67256.32,,,2016-10-26 ,60,2016-10-26 ,60,0
999,26,57,0,2017-01-01,DefaultPeriod,3401.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3401.54,0,0,0.608,71105.79,,,2016-10-26 ,60,2016-10-26 ,60,0
1000,26,58,0,2017-01-01,DefaultPeriod,3540.09,1,1,1,1,1,1,1,1,1,1,1,1,1,3540.09,0,0,0.608,74002.04,,,2016-10-26 ,60,2016-11-08 ,60,0
1001,26,59,0,2017-01-01,DefaultPeriod,8859.67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,106316.04,1,,2016-10-26 ,60,2016-11-11 ,60,0
1002,26,62,0,2017-01-01,DefaultPeriod,2987.17,1,1,1,1,1,1,1,1,1,1,1,1,1,2987.17,0,0,0.608,62443.8,,,2016-10-26 ,60,2016-10-26 ,60,0
1003,26,63,0,2017-01-01,DefaultPeriod,2740.69,1,1,1,1,1,1,1,1,1,1,1,1,1,2740.69,0,0,0.608,57291.38,,,2016-10-26 ,60,2016-11-08 ,60,0
1004,26,72,0,2017-01-01,DefaultPeriod,3881.08,6,6,6,6,6,6,6,6,6,6,6,6,6,23286.48,30272.42,37692.5,0.608,596068.17,1,,2016-11-09 ,60,2016-11-11 ,60,1
1005,26,80,0,2017-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3958.7,5146.31,6407.72,0.608,101331.55,,,2016-11-08 ,60,2016-11-11 ,60,1
1006,26,87,0,2017-01-01,DefaultPeriod,3586,1,1,1,1,1,0,0,0,0,0,0,0,0.42,1494.17,1942.42,2418.52,0.608,38246.46,,,2016-10-26 ,60,2016-11-11 ,60,1
1007,26,101,0,2017-01-01,DefaultPeriod,4666.96,1,1,1,1,1,1,1,1,1,1,1,1,1,4666.96,0,0,0.608,97558.13,,,2016-11-08 ,60,2016-11-11 ,60,0
1008,26,102,0,2017-01-01,DefaultPeriod,5725.02,1,1,1,1,1,1,1,1,1,1,1,1,1,5725.02,0,0,0.608,119675.82,,,2016-10-26 ,60,2016-10-26 ,60,0
1009,26,111,0,2017-01-01,DefaultPeriod,4329,1,1,1,1,1,1,1,1,1,0,0,0,0.75,3246.75,0,0,0.608,67870.06,0,,2016-10-26 ,60,2016-10-26 ,60,0
1010,26,112,0,2017-01-01,DefaultPeriod,3952.9,1,1,1,1,1,1,1,1,1,1,1,1,1,3952.9,0,0,0.608,82631.42,1,,2016-10-26 ,60,2016-11-11 ,60,0
1011,26,114,0,2017-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3881.08,0,0,0.608,81130.1,0.5,,2016-10-26 ,60,2016-11-08 ,60,0
1012,26,115,0,2017-01-01,DefaultPeriod,3586.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3586.35,4662.26,5805.02,0.608,91800.45,,,2016-11-08 ,60,2016-11-08 ,60,1
1013,26,120,0,2017-01-01,DefaultPeriod,6843.49,1,1,1,1,1,1,1,1,1,1,1,1,1,6843.49,0,0,0,88965.37,1,,2016-11-11 ,60,2016-11-11 ,60,0
1014,26,121,0,2017-01-01,DefaultPeriod,2397.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,46264.09,,,2016-10-26 ,60,2016-11-08 ,60,0
1015,26,122,0,2017-01-01,DefaultPeriod,3933.47,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3146.78,0,0,0.608,65780.21,,,2016-11-04 ,60,2016-11-08 ,60,0
1016,26,123,0,2017-01-01,DefaultPeriod,3400.78,1,1,1,1,1,1,1,1,1,1,1,1,1,3400.78,0,0,0.608,71089.91,,,2016-10-26 ,60,2016-10-26 ,60,0
1017,26,125,0,2017-01-01,DefaultPeriod,3958.7,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.08,329.89,428.86,533.98,0.608,8444.3,,,2016-10-26 ,60,2016-11-08 ,60,1
1018,26,134,0,2017-01-01,DefaultPeriod,3400.78,1,1,1,0,0,0,0,0,0,0,0,0,0.25,850.2,1105.25,1376.16,0.608,21762.59,,,2016-11-04 ,60,2016-11-08 ,60,1
1019,26,135,0,2017-01-01,DefaultPeriod,2467,1,1,1,1,1,1,1,1,1,1,1,1,1,2467,0,0,0.608,51570.17,,,2016-11-11 ,60,2016-11-14 ,60,0
1020,28,2,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,,,2017-02-23 ,60,2017-03-07 ,60,0
1021,28,3,0,2017-01-01,DefaultPeriod,4266.92,0,0,1,1,1,1,1,1,1,1,1,1,0.83,3555.77,0,0,0.608,74329.75,,,2017-02-23 ,60,2017-03-07 ,60,0
1022,28,4,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,,,2017-02-23 ,60,2017-03-07 ,60,0
1023,28,7,0,2017-01-01,DefaultPeriod,9424,1,1,1,1,1,1,1,0,0,0,0,0,0.58,0,0,0,0,65968,,,2017-02-23 ,60,2017-03-08 ,60,0
1024,28,9,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,,,2017-02-23 ,60,2017-03-07 ,60,0
1025,28,10,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,,,2017-02-23 ,60,2017-03-07 ,60,0
1026,28,11,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,,,2017-02-23 ,60,2017-03-07 ,60,0
1027,28,12,0,2017-01-01,DefaultPeriod,11923,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,143076,,,2017-02-23 ,60,2017-03-07 ,60,0
1028,28,16,0,2017-01-01,DefaultPeriod,3259.55,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2607.64,0,0,0.608,54510.11,520,,2017-02-23 ,60,2017-03-07 ,60,0
1029,28,17,0,2017-01-01,DefaultPeriod,4351.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.42,0,0,0.608,90962.08,,,2017-02-23 ,60,2017-03-07 ,60,0
1030,28,18,0,2017-01-01,DefaultPeriod,4823.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4823.75,0,0,0.608,100835.67,,,2017-02-23 ,60,2017-03-07 ,60,0
1031,28,19,0,2017-01-01,DefaultPeriod,6532.74,1,1,1,1,1,1,1,1,1,1,1,1,1,6532.74,0,0,0.608,136560.4,,,2017-02-23 ,60,2017-03-07 ,60,0
1032,28,20,0,2017-01-01,DefaultPeriod,4079.87,0.5,0,0,0,0,0,0,0,0.5,1,1,1,0.33,1359.96,0,0,0.608,28428.54,,,2017-02-23 ,60,2017-03-07 ,60,0
1033,28,21,0,2017-01-01,DefaultPeriod,4729,1,1,1,1,1,1,1,1,1,1,1,1,1,4729,0,0,0.608,98855.02,,,2017-02-23 ,60,2017-03-07 ,60,0
1034,28,22,0,2017-01-01,DefaultPeriod,4437.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2017-02-23 ,60,2017-03-08 ,60,0
1035,28,23,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,Contrat msf uk a partir de juillet,,2017-02-23 ,60,2017-03-07 ,60,0
1036,28,24,0,2017-01-01,DefaultPeriod,10276,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,123312,,,2017-02-23 ,60,2017-03-07 ,60,0
1037,28,25,0,2017-01-01,DefaultPeriod,4552,1,1,1,1,1,1,1,1,1,1,1,1,1,4552,0,0,0.608,95155.01,,,2017-02-23 ,60,2017-02-23 ,60,0
1038,28,26,0,2017-01-01,DefaultPeriod,4351.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.42,0,0,0.608,90962.08,,,2017-02-23 ,60,2017-03-07 ,60,0
1039,28,28,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,,,2017-02-23 ,60,2017-03-07 ,60,0
1040,28,30,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,0,0,0.608,83630.63,,,2017-02-23 ,60,2017-03-07 ,60,0
1041,28,33,0,2017-01-01,DefaultPeriod,6346.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6346.22,0,0,0.608,132661.38,,,2017-02-23 ,60,2017-03-07 ,60,0
1042,28,34,0,2017-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2017-02-23 ,60,2017-03-07 ,60,0
1043,28,37,0,2017-01-01,DefaultPeriod,9424,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,113088,,,2017-02-23 ,60,2017-03-07 ,60,0
1044,28,38,0,2017-01-01,DefaultPeriod,4638.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4638.07,0,0,0.608,96954.22,,,2017-02-23 ,60,2017-03-07 ,60,0
1045,28,39,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,,,2017-02-23 ,60,2017-03-07 ,60,0
1046,28,42,0,2017-01-01,DefaultPeriod,6346.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6346.22,0,0,0.608,132661.38,,,2017-02-23 ,60,2017-03-07 ,60,0
1047,28,43,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,,,2017-02-23 ,60,2017-03-07 ,60,0
1048,28,44,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,,,2017-02-23 ,60,2017-03-07 ,60,0
1049,28,45,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,,,2017-02-23 ,60,2017-03-07 ,60,0
1050,28,46,0,2017-01-01,DefaultPeriod,4823.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4823.75,0,0,0.608,100835.67,,,2017-02-23 ,60,2017-03-07 ,60,0
1051,28,47,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,,,2017-02-23 ,60,2017-03-07 ,60,0
1052,28,48,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,0,0,0.608,83630.63,,,2017-02-23 ,60,2017-03-07 ,60,0
1053,28,49,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,,,2017-02-23 ,60,2017-03-07 ,60,0
1054,28,50,0,2017-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5642,7024.91,0.608,104113.03,,,2017-02-23 ,60,2017-02-23 ,60,1
1055,28,53,0,2017-01-01,DefaultPeriod,4371.54,1,1,1,1,1,1,1,1,1,1,1,1,1,4371.54,0,0,0.608,91382.67,,,2017-02-23 ,60,2017-03-07 ,60,0
1056,28,54,0,2017-01-01,DefaultPeriod,3975.47,1,1,1,1,1,1,1,1,1,1,1,1,1,3975.47,0,0,0.608,83103.22,800,,2017-02-23 ,60,2017-03-07 ,60,0
1057,28,55,0,2017-01-01,DefaultPeriod,4692.06,1,1,1,1,1,1,1,1,1,1,1,1,1,4692.06,0,0,0.608,98082.82,,,2017-02-23 ,60,2017-03-07 ,60,0
1058,28,56,0,2017-01-01,DefaultPeriod,3217.39,1,1,1,1,1,1,1,1,1,1,1,1,1,3217.39,0,0,0.608,67256.32,1390,,2017-02-23 ,60,2017-03-07 ,60,0
1059,28,57,0,2017-01-01,DefaultPeriod,3443.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3443.54,0,0,0.608,71983.76,700,,2017-02-23 ,60,2017-03-07 ,60,0
1060,28,58,0,2017-01-01,DefaultPeriod,3443.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3443.54,0,0,0.608,71983.76,720,,2017-02-23 ,60,2017-03-07 ,60,0
1061,28,59,0,2017-01-01,DefaultPeriod,9392,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,112704,,,2017-02-23 ,60,2017-03-07 ,60,0
1062,28,62,0,2017-01-01,DefaultPeriod,3029.17,1,1,1,1,1,1,1,1,1,1,1,1,1,3029.17,0,0,0.608,63321.77,400,,2017-02-23 ,60,2017-03-07 ,60,0
1063,28,63,0,2017-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2017-02-23 ,60,2017-03-07 ,60,0
1064,28,71,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,0,0,0,0,0,0,0,0,0,0.25,980.77,1275,1587.52,0.608,25104.95,,,2017-02-28 ,60,2017-03-07 ,60,1
1065,28,72,0,2017-01-01,DefaultPeriod,3923.08,0,0,0,5,5,5,5,5,5,5,5,5,3.75,14711.55,19125.02,23812.75,0.608,376574.18,a ajuster,,2017-02-23 ,60,2017-03-13 ,60,1
1066,28,80,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,5200.91,6475.71,0.608,102406.64,,,2017-02-23 ,60,2017-03-07 ,60,1
1067,28,84,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,0,0,0,0,0.67,2418.9,3144.57,3915.34,0.608,61917.02,,,2017-02-28 ,60,2017-03-07 ,60,1
1068,28,87,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,0,0,0,0,0,0,0,0.42,1511.81,1965.36,2447.09,0.608,38698.14,,,2017-02-23 ,60,2017-03-07 ,60,1
1069,28,88,0,2017-01-01,DefaultPeriod,3628.35,1,1,0.3,0.3,0.3,0.3,1,1,1,1,1,1,0.77,2781.74,3616.26,4502.64,0.608,71204.59,,,2017-02-28 ,60,2017-03-08 ,60,1
1070,28,93,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,,,2017-02-28 ,60,2017-03-07 ,60,1
1071,28,100,0,2017-01-23,DefaultPeriod,4351.42,1,1,1,0,0,0,0,0,0,0,0,0,0.25,1087.86,1414.21,1760.85,0.608,27846.03,,,2017-02-28 ,60,2017-03-07 ,60,1
1072,28,101,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,,,2017-02-23 ,60,2017-03-07 ,60,0
1073,28,102,0,2017-01-01,DefaultPeriod,5767.02,1,1,1,1,1,1,1,1,1,1,1,1,1,5767.02,0,0,0.608,120553.79,1445,,2017-02-23 ,60,2017-03-07 ,60,0
1074,28,108,0,2017-01-02,DefaultPeriod,1184.2,1,1,1,1,1,1,1,0,0,0,0,0,0.58,690.78,0,0,0.608,14440.13,,,2017-02-23 ,60,2017-03-07 ,60,0
1075,28,109,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,,,2017-02-23 ,60,2017-03-07 ,60,1
1076,28,111,0,2017-01-01,DefaultPeriod,4329,1,1,1,1,1,1,1,1,1,0,0,0,0.75,3246.75,0,0,0.608,67870.06,,,2017-02-23 ,60,2017-02-23 ,60,0
1077,28,112,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3923.08,0,0,0.608,82008.06,,,2017-02-23 ,60,2017-03-07 ,60,0
1078,28,114,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3923.08,0,0,0.608,82008.06,,,2017-02-23 ,60,2017-03-07 ,60,0
1079,28,115,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,,,2017-02-23 ,60,2017-03-07 ,60,1
1080,28,117,0,2017-01-01,DefaultPeriod,2691.66,1,1,1,1,1,1,1,1,1,1,1,1,1,2691.66,3499.16,4356.84,0.608,68898.91,,,2017-03-07 ,60,2017-03-07 ,60,1
1081,28,120,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3923.08,0,0,0.608,82008.06,,,2017-02-23 ,60,2017-03-07 ,60,0
1082,28,121,0,2017-01-01,DefaultPeriod,2607.84,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,50320.88,1000,,2017-02-23 ,60,2017-03-07 ,60,0
1083,28,122,0,2017-01-01,DefaultPeriod,3975.47,1,1,1,1,1,1,1,1,1,1,1,1,1,3975.47,0,0,0.608,83103.22,,,2017-02-23 ,60,2017-03-07 ,60,0
1084,28,123,0,2017-01-01,DefaultPeriod,2409.4,1,1,1,0,0,0,0,0,0,0,0,0,0.25,602.35,0,0,0.608,12591.52,salaire conge mat (70% brute),,2017-02-23 ,60,2017-03-07 ,60,0
1085,28,124,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,0,1179.21,1468.25,0.608,21760.28,,,2017-02-28 ,60,2017-03-07 ,60,1
1086,28,125,0,2017-01-01,DefaultPeriod,4000.7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0.12,466.75,606.77,755.5,0.608,11947.44,,,2017-02-23 ,60,2017-03-10 ,60,1
1087,28,126,0,2017-02-01,DefaultPeriod,4000.7,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.13,500.09,650.11,809.46,0.608,12800.82,,,2017-02-23 ,60,2017-03-07 ,60,1
1088,28,129,0,2017-08-01,DefaultPeriod,2437.39,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1015.58,0,0,0.608,21229.67,,,2017-02-23 ,60,2017-03-07 ,60,0
1089,28,132,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,907.09,1179.21,1468.25,0.608,23218.88,,,2017-02-28 ,60,2017-03-07 ,60,1
1090,28,134,0,2017-01-01,DefaultPeriod,3339.17,1,1,0.8,0.8,0.8,1,1,1,1,1,1,1,0.95,3172.21,4123.88,5134.68,0.608,81199.67,,,2017-02-23 ,60,2017-03-07 ,60,1
1091,28,135,0,2017-01-01,DefaultPeriod,2797.64,0,0,0,1,1,1,1,1,1,1,1,1,0.75,2098.23,0,0,0.608,43861.4,,,2017-02-23 ,60,2017-03-07 ,60,0
1092,28,137,0,2017-01-02,DefaultPeriod,6532.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.608,63027.88,,,2017-02-23 ,60,2017-03-07 ,60,0
1093,28,138,0,2017-01-01,DefaultPeriod,8684.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,52106.76,,,2017-02-23 ,60,2017-03-07 ,60,0
1094,28,139,0,2017-01-01,DefaultPeriod,4692.06,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.65,0,0,0,0.608,58849.7,,,2017-02-23 ,60,2017-03-08 ,60,0
1095,28,140,0,2017-03-03,DefaultPeriod,3628.35,0,0,1,1,1,1,1,1,0,0,0,0,0.5,1814.17,2358.43,2936.5,0.608,46437.75,,,2017-02-23 ,60,2017-03-07 ,60,1
1096,28,141,0,2017-03-14,DefaultPeriod,3923.08,0,0,0.5,1,1,1,1,1,1,0,0,0,0.54,2125,0,0,0.608,44421.03,,,2017-02-23 ,60,2017-03-07 ,60,0
1097,28,142,0,2017-01-12,DefaultPeriod,3628.35,1,1,0,0,0,0,0,0,0,0,0,0,0.17,604.73,786.14,978.83,0.608,15479.25,,,2017-02-23 ,60,2017-02-23 ,60,1
1098,28,143,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,907.09,1179.21,1468.25,0.608,23218.88,,,2017-03-07 ,60,2017-03-07 ,60,1
1099,28,144,0,2017-06-01,DefaultPeriod,3923.08,0,0,0,0,0,1,1,1,1,1,1,0,0.5,1961.54,2550,3175.03,0.608,50209.88,,,2017-03-08 ,60,2017-03-08 ,60,1
1100,28,145,0,2017-07-01,DefaultPeriod,4692.06,0,0,0,0,0,0,1,1,1,1,1,1,0.5,2346.03,3049.84,3797.39,0.608,60051.76,,,2017-03-10 ,60,2017-03-10 ,60,1
1101,30,2,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1102,30,3,0,2017-01-01,DefaultPeriod,4266.92,0,0,1,1,1,1,1,1,1,1,1,1,0.83,3555.77,0,0,0.608,74329.75,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1103,30,4,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1104,30,7,0,2017-01-01,DefaultPeriod,9424,1,1,1,1,0,0,0,0,0,0,0,0,0.33,0,0,0,0,37696,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1105,30,9,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1106,30,10,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1107,30,11,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1108,30,12,0,2017-01-01,DefaultPeriod,11923,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,143076,En attente info sal + overhead,,2017-05-18 ,60,2017-05-18 ,60,0
1109,30,16,0,2017-01-01,DefaultPeriod,3259.55,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2607.64,0,0,0.608,54510.11,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1110,30,17,0,2017-01-01,DefaultPeriod,4351.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.42,0,0,0.608,90962.08,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1111,30,18,0,2017-01-01,DefaultPeriod,4823.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4823.75,0,0,0.608,100835.67,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
